'Elapsed time','V1'
'23:52.867',0.070
'23:52.869',0.045
'23:52.872',0.045
'23:52.875',0.060
'23:52.878',0.075
'23:52.881',0.085
'23:52.883',0.080
'23:52.886',0.100
'23:52.889',0.145
'23:52.892',0.230
'23:52.894',0.380
'23:52.897',0.540
'23:52.900',0.700
'23:52.903',0.840
'23:52.906',0.940
'23:52.908',1.005
'23:52.911',1.040
'23:52.914',1.080
'23:52.917',1.105
'23:52.919',1.110
'23:52.922',1.110
'23:52.925',1.050
'23:52.928',0.995
'23:52.931',0.935
'23:52.933',0.850
'23:52.936',0.770
'23:52.939',0.675
'23:52.942',0.580
'23:52.944',0.485
'23:52.947',0.400
'23:52.950',0.335
'23:52.953',0.290
'23:52.956',0.260
'23:52.958',0.240
'23:52.961',0.220
'23:52.964',0.230
'23:52.967',0.220
'23:52.969',0.210
'23:52.972',0.210
'23:52.975',0.210
'23:52.978',0.190
'23:52.981',0.185
'23:52.983',0.175
'23:52.986',0.175
'23:52.989',0.175
'23:52.992',0.155
'23:52.994',0.145
'23:52.997',0.155
'23:53.000',0.170
'23:53.003',0.160
'23:53.006',0.160
'23:53.008',0.165
'23:53.011',0.160
'23:53.014',0.160
'23:53.017',0.155
'23:53.019',0.150
'23:53.022',0.145
'23:53.025',0.135
'23:53.028',0.135
'23:53.031',0.130
'23:53.033',0.135
'23:53.036',0.135
'23:53.039',0.145
'23:53.042',0.135
'23:53.044',0.155
'23:53.047',0.145
'23:53.050',0.140
'23:53.053',0.135
'23:53.056',0.130
'23:53.058',0.125
'23:53.061',0.125
'23:53.064',0.135
'23:53.067',0.120
'23:53.069',0.130
'23:53.072',0.130
'23:53.075',0.140
'23:53.078',0.135
'23:53.081',0.130
'23:53.083',0.130
'23:53.086',0.125
'23:53.089',0.105
'23:53.092',0.095
'23:53.094',0.095
'23:53.097',0.095
'23:53.100',0.095
'23:53.103',0.095
'23:53.106',0.100
'23:53.108',0.110
'23:53.111',0.110
'23:53.114',0.100
'23:53.117',0.105
'23:53.119',0.095
'23:53.122',0.090
'23:53.125',0.080
'23:53.128',0.070
'23:53.131',0.080
'23:53.133',0.075
'23:53.136',0.075
'23:53.139',0.075
'23:53.142',0.090
'23:53.144',0.075
'23:53.147',0.070
'23:53.150',0.065
'23:53.153',0.065
'23:53.156',0.050
'23:53.158',0.050
'23:53.161',0.040
'23:53.164',0.045
'23:53.167',0.035
'23:53.169',0.045
'23:53.172',0.035
'23:53.175',0.035
'23:53.178',0.040
'23:53.181',0.030
'23:53.183',0.020
'23:53.186',0.005
'23:53.189',-0.005
'23:53.192',-0.015
'23:53.194',-0.025
'23:53.197',-0.020
'23:53.200',-0.025
'23:53.203',-0.025
'23:53.206',-0.025
'23:53.208',-0.020
'23:53.211',-0.020
'23:53.214',-0.025
'23:53.217',-0.040
'23:53.219',-0.050
'23:53.222',-0.055
'23:53.225',-0.060
'23:53.228',-0.065
'23:53.231',-0.060
'23:53.233',-0.060
'23:53.236',-0.065
'23:53.239',-0.055
'23:53.242',-0.040
'23:53.244',-0.045
'23:53.247',-0.045
'23:53.250',-0.055
'23:53.253',-0.055
'23:53.256',-0.065
'23:53.258',-0.060
'23:53.261',-0.060
'23:53.264',-0.045
'23:53.267',-0.050
'23:53.269',-0.030
'23:53.272',-0.030
'23:53.275',-0.020
'23:53.278',-0.005
'23:53.281',0.000
'23:53.283',0.010
'23:53.286',0.005
'23:53.289',0.010
'23:53.292',0.010
'23:53.294',0.010
'23:53.297',0.020
'23:53.300',0.030
'23:53.303',0.045
'23:53.306',0.060
'23:53.308',0.080
'23:53.311',0.085
'23:53.314',0.105
'23:53.317',0.110
'23:53.319',0.095
'23:53.322',0.095
'23:53.325',0.115
'23:53.328',0.115
'23:53.331',0.125
'23:53.333',0.130
'23:53.336',0.150
'23:53.339',0.165
'23:53.342',0.170
'23:53.344',0.180
'23:53.347',0.185
'23:53.350',0.180
'23:53.353',0.180
'23:53.356',0.165
'23:53.358',0.175
'23:53.361',0.180
'23:53.364',0.180
'23:53.367',0.180
'23:53.369',0.195
'23:53.372',0.195
'23:53.375',0.210
'23:53.378',0.205
'23:53.381',0.220
'23:53.383',0.210
'23:53.386',0.205
'23:53.389',0.195
'23:53.392',0.190
'23:53.394',0.185
'23:53.397',0.195
'23:53.400',0.200
'23:53.403',0.205
'23:53.406',0.210
'23:53.408',0.200
'23:53.411',0.210
'23:53.414',0.190
'23:53.417',0.205
'23:53.419',0.200
'23:53.422',0.190
'23:53.425',0.180
'23:53.428',0.185
'23:53.431',0.190
'23:53.433',0.190
'23:53.436',0.195
'23:53.439',0.205
'23:53.442',0.210
'23:53.444',0.205
'23:53.447',0.205
'23:53.450',0.205
'23:53.453',0.190
'23:53.456',0.195
'23:53.458',0.185
'23:53.461',0.175
'23:53.464',0.190
'23:53.467',0.185
'23:53.469',0.180
'23:53.472',0.195
'23:53.475',0.205
'23:53.478',0.210
'23:53.481',0.195
'23:53.483',0.200
'23:53.486',0.195
'23:53.489',0.185
'23:53.492',0.180
'23:53.494',0.170
'23:53.497',0.170
'23:53.500',0.190
'23:53.503',0.180
'23:53.506',0.190
'23:53.508',0.205
'23:53.511',0.205
'23:53.514',0.195
'23:53.517',0.195
'23:53.519',0.195
'23:53.522',0.185
'23:53.525',0.180
'23:53.528',0.165
'23:53.531',0.165
'23:53.533',0.180
'23:53.536',0.175
'23:53.539',0.195
'23:53.542',0.195
'23:53.544',0.190
'23:53.547',0.180
'23:53.550',0.190
'23:53.553',0.175
'23:53.556',0.175
'23:53.558',0.180
'23:53.561',0.175
'23:53.564',0.175
'23:53.567',0.180
'23:53.569',0.185
'23:53.572',0.185
'23:53.575',0.210
'23:53.578',0.195
'23:53.581',0.195
'23:53.583',0.185
'23:53.586',0.190
'23:53.589',0.180
'23:53.592',0.165
'23:53.594',0.175
'23:53.597',0.170
'23:53.600',0.175
'23:53.603',0.175
'23:53.606',0.190
'23:53.608',0.195
'23:53.611',0.195
'23:53.614',0.185
'23:53.617',0.185
'23:53.619',0.180
'23:53.622',0.170
'23:53.625',0.175
'23:53.628',0.165
'23:53.631',0.160
'23:53.633',0.170
'23:53.636',0.175
'23:53.639',0.175
'23:53.642',0.175
'23:53.644',0.185
'23:53.647',0.180
'23:53.650',0.185
'23:53.653',0.170
'23:53.656',0.160
'23:53.658',0.155
'23:53.661',0.160
'23:53.664',0.145
'23:53.667',0.165
'23:53.669',0.165
'23:53.672',0.190
'23:53.675',0.180
'23:53.678',0.185
'23:53.681',0.190
'23:53.683',0.200
'23:53.686',0.200
'23:53.689',0.205
'23:53.692',0.205
'23:53.694',0.205
'23:53.697',0.215
'23:53.700',0.230
'23:53.703',0.220
'23:53.706',0.220
'23:53.708',0.205
'23:53.711',0.195
'23:53.714',0.185
'23:53.717',0.165
'23:53.719',0.145
'23:53.722',0.150
'23:53.725',0.125
'23:53.728',0.125
'23:53.731',0.125
'23:53.733',0.125
'23:53.736',0.135
'23:53.739',0.135
'23:53.742',0.145
'23:53.744',0.145
'23:53.747',0.140
'23:53.750',0.130
'23:53.753',0.140
'23:53.756',0.145
'23:53.758',0.150
'23:53.761',0.150
'23:53.764',0.150
'23:53.767',0.155
'23:53.769',0.145
'23:53.772',0.140
'23:53.775',0.150
'23:53.778',0.150
'23:53.781',0.150
'23:53.783',0.155
'23:53.786',0.145
'23:53.789',0.130
'23:53.792',0.125
'23:53.794',0.125
'23:53.797',0.140
'23:53.800',0.135
'23:53.803',0.155
'23:53.806',0.165
'23:53.808',0.165
'23:53.811',0.155
'23:53.814',0.165
'23:53.817',0.165
'23:53.819',0.155
'23:53.822',0.145
'23:53.825',0.130
'23:53.828',0.140
'23:53.831',0.150
'23:53.833',0.155
'23:53.836',0.155
'23:53.839',0.170
'23:53.842',0.200
'23:53.844',0.225
'23:53.847',0.265
'23:53.850',0.300
'23:53.853',0.290
'23:53.856',0.280
'23:53.858',0.250
'23:53.861',0.190
'23:53.864',0.130
'23:53.867',0.075
'23:53.869',0.030
'23:53.872',0.000
'23:53.875',0.000
'23:53.878',0.015
'23:53.881',0.035
'23:53.883',0.040
'23:53.886',0.045
'23:53.889',0.075
'23:53.892',0.165
'23:53.894',0.295
'23:53.897',0.465
'23:53.900',0.655
'23:53.903',0.790
'23:53.906',0.910
'23:53.908',0.975
'23:53.911',1.020
'23:53.914',1.040
'23:53.917',1.045
'23:53.919',1.040
'23:53.922',1.015
'23:53.925',0.965
'23:53.928',0.890
'23:53.931',0.830
'23:53.933',0.745
'23:53.936',0.660
'23:53.939',0.560
'23:53.942',0.475
'23:53.944',0.370
'23:53.947',0.285
'23:53.950',0.245
'23:53.953',0.210
'23:53.956',0.185
'23:53.958',0.180
'23:53.961',0.170
'23:53.964',0.165
'23:53.967',0.155
'23:53.969',0.155
'23:53.972',0.155
'23:53.975',0.170
'23:53.978',0.160
'23:53.981',0.145
'23:53.983',0.140
'23:53.986',0.135
'23:53.989',0.120
'23:53.992',0.125
'23:53.994',0.110
'23:53.997',0.120
'23:54.000',0.110
'23:54.003',0.125
'23:54.006',0.135
'23:54.008',0.140
'23:54.011',0.140
'23:54.014',0.135
'23:54.017',0.130
'23:54.019',0.115
'23:54.022',0.120
'23:54.025',0.110
'23:54.028',0.105
'23:54.031',0.120
'23:54.033',0.100
'23:54.036',0.110
'23:54.039',0.120
'23:54.042',0.130
'23:54.044',0.115
'23:54.047',0.115
'23:54.050',0.120
'23:54.053',0.105
'23:54.056',0.095
'23:54.058',0.095
'23:54.061',0.085
'23:54.064',0.095
'23:54.067',0.080
'23:54.069',0.100
'23:54.072',0.110
'23:54.075',0.105
'23:54.078',0.110
'23:54.081',0.110
'23:54.083',0.110
'23:54.086',0.100
'23:54.089',0.085
'23:54.092',0.080
'23:54.094',0.075
'23:54.097',0.075
'23:54.100',0.065
'23:54.103',0.075
'23:54.106',0.075
'23:54.108',0.080
'23:54.111',0.090
'23:54.114',0.090
'23:54.117',0.075
'23:54.119',0.065
'23:54.122',0.060
'23:54.125',0.060
'23:54.128',0.055
'23:54.131',0.055
'23:54.133',0.050
'23:54.136',0.060
'23:54.139',0.065
'23:54.142',0.055
'23:54.144',0.050
'23:54.147',0.055
'23:54.150',0.040
'23:54.153',0.035
'23:54.156',0.030
'23:54.158',0.020
'23:54.161',0.015
'23:54.164',0.025
'23:54.167',0.025
'23:54.169',0.015
'23:54.172',0.015
'23:54.175',0.025
'23:54.178',0.015
'23:54.181',0.020
'23:54.183',0.015
'23:54.186',0.000
'23:54.189',0.000
'23:54.192',-0.005
'23:54.194',-0.025
'23:54.197',-0.030
'23:54.200',-0.035
'23:54.203',-0.035
'23:54.206',-0.040
'23:54.208',-0.030
'23:54.211',-0.030
'23:54.214',-0.040
'23:54.217',-0.045
'23:54.219',-0.065
'23:54.222',-0.075
'23:54.225',-0.080
'23:54.228',-0.080
'23:54.231',-0.090
'23:54.233',-0.090
'23:54.236',-0.095
'23:54.239',-0.080
'23:54.242',-0.085
'23:54.244',-0.090
'23:54.247',-0.070
'23:54.250',-0.090
'23:54.253',-0.110
'23:54.256',-0.105
'23:54.258',-0.120
'23:54.261',-0.110
'23:54.264',-0.110
'23:54.267',-0.105
'23:54.269',-0.095
'23:54.272',-0.085
'23:54.275',-0.080
'23:54.278',-0.080
'23:54.281',-0.075
'23:54.283',-0.065
'23:54.286',-0.070
'23:54.289',-0.060
'23:54.292',-0.055
'23:54.294',-0.050
'23:54.297',-0.040
'23:54.300',-0.020
'23:54.303',0.000
'23:54.306',0.020
'23:54.308',0.025
'23:54.311',0.025
'23:54.314',0.035
'23:54.317',0.050
'23:54.319',0.060
'23:54.322',0.060
'23:54.325',0.070
'23:54.328',0.065
'23:54.331',0.080
'23:54.333',0.085
'23:54.336',0.110
'23:54.339',0.130
'23:54.342',0.140
'23:54.344',0.135
'23:54.347',0.160
'23:54.350',0.165
'23:54.353',0.160
'23:54.356',0.155
'23:54.358',0.160
'23:54.361',0.160
'23:54.364',0.175
'23:54.367',0.170
'23:54.369',0.185
'23:54.372',0.190
'23:54.375',0.185
'23:54.378',0.200
'23:54.381',0.190
'23:54.383',0.195
'23:54.386',0.185
'23:54.389',0.175
'23:54.392',0.175
'23:54.394',0.165
'23:54.397',0.180
'23:54.400',0.180
'23:54.403',0.175
'23:54.406',0.180
'23:54.408',0.190
'23:54.411',0.185
'23:54.414',0.180
'23:54.417',0.175
'23:54.419',0.170
'23:54.422',0.175
'23:54.425',0.175
'23:54.428',0.170
'23:54.431',0.170
'23:54.433',0.165
'23:54.436',0.170
'23:54.439',0.170
'23:54.442',0.185
'23:54.444',0.175
'23:54.447',0.185
'23:54.450',0.180
'23:54.453',0.175
'23:54.456',0.175
'23:54.458',0.170
'23:54.461',0.155
'23:54.464',0.150
'23:54.467',0.155
'23:54.469',0.165
'23:54.472',0.165
'23:54.475',0.185
'23:54.478',0.180
'23:54.481',0.185
'23:54.483',0.170
'23:54.486',0.175
'23:54.489',0.155
'23:54.492',0.160
'23:54.494',0.160
'23:54.497',0.165
'23:54.500',0.175
'23:54.503',0.175
'23:54.506',0.170
'23:54.508',0.190
'23:54.511',0.190
'23:54.514',0.185
'23:54.517',0.190
'23:54.519',0.175
'23:54.522',0.180
'23:54.525',0.165
'23:54.528',0.165
'23:54.531',0.160
'23:54.533',0.160
'23:54.536',0.160
'23:54.539',0.170
'23:54.542',0.160
'23:54.544',0.175
'23:54.547',0.180
'23:54.550',0.180
'23:54.553',0.175
'23:54.556',0.170
'23:54.558',0.155
'23:54.561',0.165
'23:54.564',0.150
'23:54.567',0.155
'23:54.569',0.170
'23:54.572',0.170
'23:54.575',0.170
'23:54.578',0.175
'23:54.581',0.175
'23:54.583',0.185
'23:54.586',0.170
'23:54.589',0.165
'23:54.592',0.155
'23:54.594',0.165
'23:54.597',0.170
'23:54.600',0.165
'23:54.603',0.175
'23:54.606',0.185
'23:54.608',0.170
'23:54.611',0.185
'23:54.614',0.175
'23:54.617',0.175
'23:54.619',0.175
'23:54.622',0.160
'23:54.625',0.165
'23:54.628',0.180
'23:54.631',0.180
'23:54.633',0.195
'23:54.636',0.205
'23:54.639',0.220
'23:54.642',0.225
'23:54.644',0.225
'23:54.647',0.235
'23:54.650',0.225
'23:54.653',0.205
'23:54.656',0.195
'23:54.658',0.170
'23:54.661',0.165
'23:54.664',0.160
'23:54.667',0.170
'23:54.669',0.165
'23:54.672',0.165
'23:54.675',0.170
'23:54.678',0.155
'23:54.681',0.150
'23:54.683',0.150
'23:54.686',0.145
'23:54.689',0.155
'23:54.692',0.130
'23:54.694',0.125
'23:54.697',0.135
'23:54.700',0.140
'23:54.703',0.155
'23:54.706',0.160
'23:54.708',0.170
'23:54.711',0.190
'23:54.714',0.185
'23:54.717',0.175
'23:54.719',0.170
'23:54.722',0.155
'23:54.725',0.145
'23:54.728',0.150
'23:54.731',0.135
'23:54.733',0.155
'23:54.736',0.155
'23:54.739',0.165
'23:54.742',0.160
'23:54.744',0.165
'23:54.747',0.155
'23:54.750',0.145
'23:54.753',0.140
'23:54.756',0.150
'23:54.758',0.135
'23:54.761',0.140
'23:54.764',0.135
'23:54.767',0.145
'23:54.769',0.150
'23:54.772',0.165
'23:54.775',0.165
'23:54.778',0.170
'23:54.781',0.170
'23:54.783',0.170
'23:54.786',0.175
'23:54.789',0.170
'23:54.792',0.145
'23:54.794',0.170
'23:54.797',0.160
'23:54.800',0.160
'23:54.803',0.185
'23:54.806',0.210
'23:54.808',0.230
'23:54.811',0.265
'23:54.814',0.275
'23:54.817',0.285
'23:54.819',0.275
'23:54.822',0.245
'23:54.825',0.195
'23:54.828',0.130
'23:54.831',0.055
'23:54.833',0.010
'23:54.836',-0.025
'23:54.839',-0.015
'23:54.842',0.020
'23:54.844',0.085
'23:54.847',0.125
'23:54.850',0.165
'23:54.853',0.170
'23:54.856',0.170
'23:54.858',0.230
'23:54.861',0.325
'23:54.864',0.475
'23:54.867',0.615
'23:54.869',0.745
'23:54.872',0.850
'23:54.875',0.930
'23:54.878',0.970
'23:54.881',1.005
'23:54.883',1.035
'23:54.886',1.050
'23:54.889',1.045
'23:54.892',1.010
'23:54.894',0.960
'23:54.897',0.915
'23:54.900',0.865
'23:54.903',0.805
'23:54.906',0.715
'23:54.908',0.615
'23:54.911',0.485
'23:54.914',0.390
'23:54.917',0.305
'23:54.919',0.245
'23:54.922',0.215
'23:54.925',0.190
'23:54.928',0.190
'23:54.931',0.185
'23:54.933',0.185
'23:54.936',0.195
'23:54.939',0.175
'23:54.942',0.175
'23:54.944',0.175
'23:54.947',0.170
'23:54.950',0.165
'23:54.953',0.140
'23:54.956',0.150
'23:54.958',0.140
'23:54.961',0.120
'23:54.964',0.125
'23:54.967',0.120
'23:54.969',0.135
'23:54.972',0.130
'23:54.975',0.135
'23:54.978',0.145
'23:54.981',0.140
'23:54.983',0.135
'23:54.986',0.125
'23:54.989',0.115
'23:54.992',0.105
'23:54.994',0.100
'23:54.997',0.105
'23:55.000',0.105
'23:55.003',0.110
'23:55.006',0.115
'23:55.008',0.110
'23:55.011',0.120
'23:55.014',0.110
'23:55.017',0.105
'23:55.019',0.100
'23:55.022',0.095
'23:55.025',0.095
'23:55.028',0.075
'23:55.031',0.090
'23:55.033',0.085
'23:55.036',0.080
'23:55.039',0.095
'23:55.042',0.090
'23:55.044',0.090
'23:55.047',0.090
'23:55.050',0.080
'23:55.053',0.070
'23:55.056',0.060
'23:55.058',0.055
'23:55.061',0.035
'23:55.064',0.045
'23:55.067',0.050
'23:55.069',0.050
'23:55.072',0.060
'23:55.075',0.050
'23:55.078',0.060
'23:55.081',0.050
'23:55.083',0.045
'23:55.086',0.035
'23:55.089',0.030
'23:55.092',0.015
'23:55.094',0.015
'23:55.097',0.025
'23:55.100',0.030
'23:55.103',0.030
'23:55.106',0.030
'23:55.108',0.035
'23:55.111',0.030
'23:55.114',0.030
'23:55.117',0.030
'23:55.119',0.010
'23:55.122',-0.015
'23:55.125',-0.015
'23:55.128',-0.025
'23:55.131',-0.030
'23:55.133',-0.015
'23:55.136',-0.015
'23:55.139',-0.030
'23:55.142',-0.030
'23:55.144',-0.030
'23:55.147',-0.035
'23:55.150',-0.050
'23:55.153',-0.055
'23:55.156',-0.075
'23:55.158',-0.095
'23:55.161',-0.095
'23:55.164',-0.105
'23:55.167',-0.095
'23:55.169',-0.100
'23:55.172',-0.095
'23:55.175',-0.095
'23:55.178',-0.095
'23:55.181',-0.095
'23:55.183',-0.105
'23:55.186',-0.120
'23:55.189',-0.130
'23:55.192',-0.135
'23:55.194',-0.120
'23:55.197',-0.140
'23:55.200',-0.130
'23:55.203',-0.125
'23:55.206',-0.115
'23:55.208',-0.105
'23:55.211',-0.105
'23:55.214',-0.090
'23:55.217',-0.085
'23:55.219',-0.100
'23:55.222',-0.095
'23:55.225',-0.095
'23:55.228',-0.090
'23:55.231',-0.090
'23:55.233',-0.080
'23:55.236',-0.060
'23:55.239',-0.050
'23:55.242',-0.040
'23:55.244',-0.035
'23:55.247',-0.020
'23:55.250',-0.020
'23:55.253',-0.015
'23:55.256',-0.025
'23:55.258',-0.025
'23:55.261',-0.020
'23:55.264',-0.005
'23:55.267',0.010
'23:55.269',0.035
'23:55.272',0.035
'23:55.275',0.050
'23:55.278',0.065
'23:55.281',0.065
'23:55.283',0.060
'23:55.286',0.065
'23:55.289',0.070
'23:55.292',0.055
'23:55.294',0.060
'23:55.297',0.065
'23:55.300',0.085
'23:55.303',0.085
'23:55.306',0.105
'23:55.308',0.105
'23:55.311',0.110
'23:55.314',0.120
'23:55.317',0.135
'23:55.319',0.115
'23:55.322',0.105
'23:55.325',0.100
'23:55.328',0.090
'23:55.331',0.090
'23:55.333',0.095
'23:55.336',0.115
'23:55.339',0.110
'23:55.342',0.125
'23:55.344',0.125
'23:55.347',0.120
'23:55.350',0.110
'23:55.353',0.115
'23:55.356',0.115
'23:55.358',0.095
'23:55.361',0.080
'23:55.364',0.095
'23:55.367',0.100
'23:55.369',0.105
'23:55.372',0.125
'23:55.375',0.115
'23:55.378',0.130
'23:55.381',0.115
'23:55.383',0.115
'23:55.386',0.110
'23:55.389',0.105
'23:55.392',0.085
'23:55.394',0.095
'23:55.397',0.100
'23:55.400',0.100
'23:55.403',0.110
'23:55.406',0.110
'23:55.408',0.125
'23:55.411',0.125
'23:55.414',0.115
'23:55.417',0.120
'23:55.419',0.115
'23:55.422',0.105
'23:55.425',0.095
'23:55.428',0.100
'23:55.431',0.100
'23:55.433',0.095
'23:55.436',0.105
'23:55.439',0.110
'23:55.442',0.125
'23:55.444',0.130
'23:55.447',0.130
'23:55.450',0.130
'23:55.453',0.100
'23:55.456',0.110
'23:55.458',0.095
'23:55.461',0.105
'23:55.464',0.100
'23:55.467',0.110
'23:55.469',0.110
'23:55.472',0.125
'23:55.475',0.115
'23:55.478',0.115
'23:55.481',0.125
'23:55.483',0.115
'23:55.486',0.115
'23:55.489',0.090
'23:55.492',0.090
'23:55.494',0.095
'23:55.497',0.085
'23:55.500',0.090
'23:55.503',0.105
'23:55.506',0.105
'23:55.508',0.105
'23:55.511',0.110
'23:55.514',0.110
'23:55.517',0.110
'23:55.519',0.100
'23:55.522',0.095
'23:55.525',0.085
'23:55.528',0.075
'23:55.531',0.090
'23:55.533',0.100
'23:55.536',0.090
'23:55.539',0.100
'23:55.542',0.100
'23:55.544',0.120
'23:55.547',0.100
'23:55.550',0.115
'23:55.553',0.095
'23:55.556',0.085
'23:55.558',0.100
'23:55.561',0.090
'23:55.564',0.090
'23:55.567',0.090
'23:55.569',0.105
'23:55.572',0.105
'23:55.575',0.110
'23:55.578',0.115
'23:55.581',0.125
'23:55.583',0.115
'23:55.586',0.105
'23:55.589',0.105
'23:55.592',0.095
'23:55.594',0.095
'23:55.597',0.095
'23:55.600',0.105
'23:55.603',0.115
'23:55.606',0.110
'23:55.608',0.115
'23:55.611',0.135
'23:55.614',0.115
'23:55.617',0.110
'23:55.619',0.115
'23:55.622',0.120
'23:55.625',0.120
'23:55.628',0.135
'23:55.631',0.130
'23:55.633',0.140
'23:55.636',0.155
'23:55.639',0.175
'23:55.642',0.185
'23:55.644',0.180
'23:55.647',0.175
'23:55.650',0.155
'23:55.653',0.130
'23:55.656',0.105
'23:55.658',0.085
'23:55.661',0.080
'23:55.664',0.060
'23:55.667',0.065
'23:55.669',0.070
'23:55.672',0.060
'23:55.675',0.065
'23:55.678',0.080
'23:55.681',0.075
'23:55.683',0.075
'23:55.686',0.070
'23:55.689',0.055
'23:55.692',0.045
'23:55.694',0.050
'23:55.697',0.060
'23:55.700',0.065
'23:55.703',0.085
'23:55.706',0.100
'23:55.708',0.110
'23:55.711',0.105
'23:55.714',0.100
'23:55.717',0.095
'23:55.719',0.085
'23:55.722',0.065
'23:55.725',0.085
'23:55.728',0.070
'23:55.731',0.070
'23:55.733',0.065
'23:55.736',0.075
'23:55.739',0.085
'23:55.742',0.085
'23:55.744',0.095
'23:55.747',0.095
'23:55.750',0.095
'23:55.753',0.080
'23:55.756',0.080
'23:55.758',0.075
'23:55.761',0.065
'23:55.764',0.070
'23:55.767',0.075
'23:55.769',0.085
'23:55.772',0.090
'23:55.775',0.105
'23:55.778',0.105
'23:55.781',0.105
'23:55.783',0.095
'23:55.786',0.105
'23:55.789',0.095
'23:55.792',0.095
'23:55.794',0.095
'23:55.797',0.095
'23:55.800',0.135
'23:55.803',0.165
'23:55.806',0.215
'23:55.808',0.245
'23:55.811',0.255
'23:55.814',0.240
'23:55.817',0.205
'23:55.819',0.155
'23:55.822',0.095
'23:55.825',0.030
'23:55.828',-0.025
'23:55.831',-0.055
'23:55.833',-0.070
'23:55.836',-0.050
'23:55.839',-0.035
'23:55.842',-0.040
'23:55.844',-0.010
'23:55.847',-0.010
'23:55.850',0.025
'23:55.853',0.105
'23:55.856',0.250
'23:55.858',0.395
'23:55.861',0.555
'23:55.864',0.695
'23:55.867',0.795
'23:55.869',0.870
'23:55.872',0.935
'23:55.875',0.950
'23:55.878',0.990
'23:55.881',1.020
'23:55.883',1.015
'23:55.886',0.970
'23:55.889',0.915
'23:55.892',0.840
'23:55.894',0.775
'23:55.897',0.700
'23:55.900',0.615
'23:55.903',0.530
'23:55.906',0.430
'23:55.908',0.340
'23:55.911',0.275
'23:55.914',0.220
'23:55.917',0.190
'23:55.919',0.160
'23:55.922',0.145
'23:55.925',0.130
'23:55.928',0.120
'23:55.931',0.120
'23:55.933',0.125
'23:55.936',0.115
'23:55.939',0.115
'23:55.942',0.120
'23:55.944',0.120
'23:55.947',0.105
'23:55.950',0.100
'23:55.953',0.080
'23:55.956',0.080
'23:55.958',0.065
'23:55.961',0.060
'23:55.964',0.050
'23:55.967',0.050
'23:55.969',0.065
'23:55.972',0.070
'23:55.975',0.065
'23:55.978',0.075
'23:55.981',0.075
'23:55.983',0.065
'23:55.986',0.055
'23:55.989',0.065
'23:55.992',0.040
'23:55.994',0.045
'23:55.997',0.045
'23:56.000',0.040
'23:56.003',0.045
'23:56.006',0.040
'23:56.008',0.065
'23:56.011',0.065
'23:56.014',0.055
'23:56.017',0.065
'23:56.019',0.055
'23:56.022',0.040
'23:56.025',0.035
'23:56.028',0.030
'23:56.031',0.030
'23:56.033',0.040
'23:56.036',0.040
'23:56.039',0.050
'23:56.042',0.045
'23:56.044',0.055
'23:56.047',0.045
'23:56.050',0.055
'23:56.053',0.025
'23:56.056',0.040
'23:56.058',0.030
'23:56.061',0.020
'23:56.064',0.020
'23:56.067',0.020
'23:56.069',0.005
'23:56.072',0.005
'23:56.075',0.020
'23:56.078',0.010
'23:56.081',0.020
'23:56.083',0.020
'23:56.086',0.005
'23:56.089',0.000
'23:56.092',-0.010
'23:56.094',-0.015
'23:56.097',-0.015
'23:56.100',-0.005
'23:56.103',-0.010
'23:56.106',-0.005
'23:56.108',0.000
'23:56.111',0.005
'23:56.114',0.005
'23:56.117',-0.010
'23:56.119',-0.030
'23:56.122',-0.030
'23:56.125',-0.040
'23:56.128',-0.040
'23:56.131',-0.040
'23:56.133',-0.045
'23:56.136',-0.035
'23:56.139',-0.040
'23:56.142',-0.045
'23:56.144',-0.035
'23:56.147',-0.050
'23:56.150',-0.050
'23:56.153',-0.065
'23:56.156',-0.080
'23:56.158',-0.075
'23:56.161',-0.075
'23:56.164',-0.090
'23:56.167',-0.095
'23:56.169',-0.085
'23:56.172',-0.085
'23:56.175',-0.090
'23:56.178',-0.090
'23:56.181',-0.095
'23:56.183',-0.095
'23:56.186',-0.110
'23:56.189',-0.120
'23:56.192',-0.130
'23:56.194',-0.140
'23:56.197',-0.125
'23:56.200',-0.135
'23:56.203',-0.120
'23:56.206',-0.125
'23:56.208',-0.125
'23:56.211',-0.120
'23:56.214',-0.115
'23:56.217',-0.125
'23:56.219',-0.140
'23:56.222',-0.140
'23:56.225',-0.150
'23:56.228',-0.150
'23:56.231',-0.145
'23:56.233',-0.150
'23:56.236',-0.130
'23:56.239',-0.125
'23:56.242',-0.120
'23:56.244',-0.120
'23:56.247',-0.105
'23:56.250',-0.110
'23:56.253',-0.100
'23:56.256',-0.115
'23:56.258',-0.105
'23:56.261',-0.115
'23:56.264',-0.090
'23:56.267',-0.090
'23:56.269',-0.085
'23:56.272',-0.065
'23:56.275',-0.065
'23:56.278',-0.045
'23:56.281',-0.035
'23:56.283',-0.025
'23:56.286',-0.025
'23:56.289',-0.025
'23:56.292',-0.025
'23:56.294',-0.015
'23:56.297',0.005
'23:56.300',0.005
'23:56.303',0.025
'23:56.306',0.055
'23:56.308',0.055
'23:56.311',0.055
'23:56.314',0.070
'23:56.317',0.075
'23:56.319',0.075
'23:56.322',0.065
'23:56.325',0.075
'23:56.328',0.060
'23:56.331',0.070
'23:56.333',0.075
'23:56.336',0.085
'23:56.339',0.095
'23:56.342',0.095
