'Elapsed time','V1'
'17:48.256',0.070
'17:48.258',0.065
'17:48.261',0.075
'17:48.264',0.090
'17:48.267',0.105
'17:48.269',0.105
'17:48.272',0.085
'17:48.275',0.085
'17:48.278',0.085
'17:48.281',0.065
'17:48.283',0.065
'17:48.286',0.055
'17:48.289',0.045
'17:48.292',0.055
'17:48.294',0.055
'17:48.297',0.045
'17:48.300',0.045
'17:48.303',0.030
'17:48.306',0.020
'17:48.308',0.010
'17:48.311',0.010
'17:48.314',0.025
'17:48.317',0.020
'17:48.319',0.020
'17:48.322',0.015
'17:48.325',-0.005
'17:48.328',-0.025
'17:48.331',-0.020
'17:48.333',-0.030
'17:48.336',-0.035
'17:48.339',-0.070
'17:48.342',-0.095
'17:48.344',-0.110
'17:48.347',-0.105
'17:48.350',-0.105
'17:48.353',-0.120
'17:48.356',-0.130
'17:48.358',-0.150
'17:48.361',-0.160
'17:48.364',-0.175
'17:48.367',-0.175
'17:48.369',-0.190
'17:48.372',-0.215
'17:48.375',-0.210
'17:48.378',-0.220
'17:48.381',-0.215
'17:48.383',-0.200
'17:48.386',-0.220
'17:48.389',-0.215
'17:48.392',-0.235
'17:48.394',-0.235
'17:48.397',-0.250
'17:48.400',-0.240
'17:48.403',-0.230
'17:48.406',-0.225
'17:48.408',-0.200
'17:48.411',-0.170
'17:48.414',-0.140
'17:48.417',-0.115
'17:48.419',-0.105
'17:48.422',-0.080
'17:48.425',-0.065
'17:48.428',-0.045
'17:48.431',-0.010
'17:48.433',0.015
'17:48.436',0.040
'17:48.439',0.050
'17:48.442',0.065
'17:48.444',0.075
'17:48.447',0.095
'17:48.450',0.120
'17:48.453',0.145
'17:48.456',0.135
'17:48.458',0.125
'17:48.461',0.140
'17:48.464',0.165
'17:48.467',0.160
'17:48.469',0.160
'17:48.472',0.140
'17:48.475',0.130
'17:48.478',0.130
'17:48.481',0.155
'17:48.483',0.180
'17:48.486',0.200
'17:48.489',0.190
'17:48.492',0.185
'17:48.494',0.175
'17:48.497',0.175
'17:48.500',0.185
'17:48.503',0.190
'17:48.506',0.180
'17:48.508',0.175
'17:48.511',0.165
'17:48.514',0.185
'17:48.517',0.195
'17:48.519',0.200
'17:48.522',0.210
'17:48.525',0.190
'17:48.528',0.175
'17:48.531',0.170
'17:48.533',0.175
'17:48.536',0.195
'17:48.539',0.190
'17:48.542',0.185
'17:48.544',0.190
'17:48.547',0.205
'17:48.550',0.185
'17:48.553',0.160
'17:48.556',0.150
'17:48.558',0.150
'17:48.561',0.165
'17:48.564',0.165
'17:48.567',0.180
'17:48.569',0.175
'17:48.572',0.170
'17:48.575',0.150
'17:48.578',0.155
'17:48.581',0.175
'17:48.583',0.185
'17:48.586',0.170
'17:48.589',0.155
'17:48.592',0.165
'17:48.594',0.170
'17:48.597',0.180
'17:48.600',0.165
'17:48.603',0.140
'17:48.606',0.120
'17:48.608',0.115
'17:48.611',0.125
'17:48.614',0.150
'17:48.617',0.160
'17:48.619',0.160
'17:48.622',0.145
'17:48.625',0.140
'17:48.628',0.145
'17:48.631',0.160
'17:48.633',0.180
'17:48.636',0.170
'17:48.639',0.165
'17:48.642',0.170
'17:48.644',0.180
'17:48.647',0.200
'17:48.650',0.210
'17:48.653',0.200
'17:48.656',0.165
'17:48.658',0.155
'17:48.661',0.140
'17:48.664',0.125
'17:48.667',0.070
'17:48.669',0.010
'17:48.672',-0.075
'17:48.675',-0.140
'17:48.678',-0.210
'17:48.681',-0.280
'17:48.683',-0.355
'17:48.686',-0.455
'17:48.689',-0.550
'17:48.692',-0.620
'17:48.694',-0.680
'17:48.697',-0.730
'17:48.700',-0.775
'17:48.703',-0.820
'17:48.706',-0.885
'17:48.708',-0.950
'17:48.711',-0.995
'17:48.714',-1.025
'17:48.717',-1.040
'17:48.719',-1.050
'17:48.722',-1.070
'17:48.725',-1.095
'17:48.728',-1.045
'17:48.731',-0.995
'17:48.733',-0.915
'17:48.736',-0.845
'17:48.739',-0.790
'17:48.742',-0.715
'17:48.744',-0.610
'17:48.747',-0.500
'17:48.750',-0.400
'17:48.753',-0.355
'17:48.756',-0.335
'17:48.758',-0.315
'17:48.761',-0.305
'17:48.764',-0.270
'17:48.767',-0.245
'17:48.769',-0.225
'17:48.772',-0.210
'17:48.775',-0.215
'17:48.778',-0.210
'17:48.781',-0.190
'17:48.783',-0.125
'17:48.786',-0.055
'17:48.789',0.020
'17:48.792',0.095
'17:48.794',0.185
'17:48.797',0.260
'17:48.800',0.300
'17:48.803',0.315
'17:48.806',0.315
'17:48.808',0.315
'17:48.811',0.330
'17:48.814',0.350
'17:48.817',0.380
'17:48.819',0.410
'17:48.822',0.410
'17:48.825',0.420
'17:48.828',0.420
'17:48.831',0.425
'17:48.833',0.435
'17:48.836',0.435
'17:48.839',0.440
'17:48.842',0.445
'17:48.844',0.460
'17:48.847',0.470
'17:48.850',0.485
'17:48.853',0.505
'17:48.856',0.485
'17:48.858',0.485
'17:48.861',0.490
'17:48.864',0.500
'17:48.867',0.510
'17:48.869',0.510
'17:48.872',0.515
'17:48.875',0.510
'17:48.878',0.540
'17:48.881',0.550
'17:48.883',0.560
'17:48.886',0.555
'17:48.889',0.550
'17:48.892',0.550
'17:48.894',0.555
'17:48.897',0.570
'17:48.900',0.575
'17:48.903',0.580
'17:48.906',0.575
'17:48.908',0.565
'17:48.911',0.570
'17:48.914',0.590
'17:48.917',0.575
'17:48.919',0.575
'17:48.922',0.565
'17:48.925',0.555
'17:48.928',0.555
'17:48.931',0.560
'17:48.933',0.570
'17:48.936',0.565
'17:48.939',0.540
'17:48.942',0.535
'17:48.944',0.515
'17:48.947',0.510
'17:48.950',0.515
'17:48.953',0.485
'17:48.956',0.445
'17:48.958',0.415
'17:48.961',0.395
'17:48.964',0.395
'17:48.967',0.385
'17:48.969',0.355
'17:48.972',0.330
'17:48.975',0.315
'17:48.978',0.295
'17:48.981',0.295
'17:48.983',0.285
'17:48.986',0.265
'17:48.989',0.230
'17:48.992',0.210
'17:48.994',0.210
'17:48.997',0.210
'17:49.000',0.205
'17:49.003',0.195
'17:49.006',0.175
'17:49.008',0.155
'17:49.011',0.155
'17:49.014',0.170
'17:49.017',0.175
'17:49.019',0.180
'17:49.022',0.175
'17:49.025',0.165
'17:49.028',0.170
'17:49.031',0.180
'17:49.033',0.180
'17:49.036',0.170
'17:49.039',0.150
'17:49.042',0.145
'17:49.044',0.155
'17:49.047',0.180
'17:49.050',0.180
'17:49.053',0.180
'17:49.056',0.160
'17:49.058',0.175
'17:49.061',0.180
'17:49.064',0.175
'17:49.067',0.190
'17:49.069',0.180
'17:49.072',0.150
'17:49.075',0.140
'17:49.078',0.160
'17:49.081',0.165
'17:49.083',0.180
'17:49.086',0.170
'17:49.089',0.155
'17:49.092',0.150
'17:49.094',0.145
'17:49.097',0.155
'17:49.100',0.185
'17:49.103',0.185
'17:49.106',0.165
'17:49.108',0.160
'17:49.111',0.160
'17:49.114',0.175
'17:49.117',0.170
'17:49.119',0.155
'17:49.122',0.145
'17:49.125',0.130
'17:49.128',0.150
'17:49.131',0.155
'17:49.133',0.160
'17:49.136',0.150
'17:49.139',0.145
'17:49.142',0.125
'17:49.144',0.135
'17:49.147',0.155
'17:49.150',0.170
'17:49.153',0.165
'17:49.156',0.140
'17:49.158',0.130
'17:49.161',0.115
'17:49.164',0.135
'17:49.167',0.140
'17:49.169',0.135
'17:49.172',0.120
'17:49.175',0.095
'17:49.178',0.110
'17:49.181',0.130
'17:49.183',0.150
'17:49.186',0.130
'17:49.189',0.120
'17:49.192',0.115
'17:49.194',0.115
'17:49.197',0.120
'17:49.200',0.130
'17:49.203',0.125
'17:49.206',0.110
'17:49.208',0.095
'17:49.211',0.105
'17:49.214',0.120
'17:49.217',0.120
'17:49.219',0.130
'17:49.222',0.110
'17:49.225',0.100
'17:49.228',0.100
'17:49.231',0.105
'17:49.233',0.115
'17:49.236',0.110
'17:49.239',0.100
'17:49.242',0.095
'17:49.244',0.090
'17:49.247',0.105
'17:49.250',0.110
'17:49.253',0.110
'17:49.256',0.100
'17:49.258',0.095
'17:49.261',0.110
'17:49.264',0.115
'17:49.267',0.130
'17:49.269',0.125
'17:49.272',0.110
'17:49.275',0.090
'17:49.278',0.085
'17:49.281',0.100
'17:49.283',0.100
'17:49.286',0.100
'17:49.289',0.090
'17:49.292',0.075
'17:49.294',0.070
'17:49.297',0.085
'17:49.300',0.100
'17:49.303',0.110
'17:49.306',0.105
'17:49.308',0.075
'17:49.311',0.085
'17:49.314',0.080
'17:49.317',0.070
'17:49.319',0.070
'17:49.322',0.085
'17:49.325',0.070
'17:49.328',0.075
'17:49.331',0.085
'17:49.333',0.095
'17:49.336',0.090
'17:49.339',0.095
'17:49.342',0.075
'17:49.344',0.075
'17:49.347',0.095
'17:49.350',0.095
'17:49.353',0.085
'17:49.356',0.085
'17:49.358',0.070
'17:49.361',0.085
'17:49.364',0.085
'17:49.367',0.100
'17:49.369',0.085
'17:49.372',0.075
'17:49.375',0.075
'17:49.378',0.070
'17:49.381',0.085
'17:49.383',0.090
'17:49.386',0.080
'17:49.389',0.075
'17:49.392',0.070
'17:49.394',0.065
'17:49.397',0.075
'17:49.400',0.095
'17:49.403',0.090
'17:49.406',0.085
'17:49.408',0.085
'17:49.411',0.090
'17:49.414',0.110
'17:49.417',0.095
'17:49.419',0.100
'17:49.422',0.065
'17:49.425',0.020
'17:49.428',-0.010
'17:49.431',0.005
'17:49.433',0.000
'17:49.436',0.000
'17:49.439',0.005
'17:49.442',-0.020
'17:49.444',-0.005
'17:49.447',0.005
'17:49.450',0.025
'17:49.453',0.010
'17:49.456',0.005
'17:49.458',-0.005
'17:49.461',-0.010
'17:49.464',0.025
'17:49.467',0.030
'17:49.469',0.050
'17:49.472',0.060
'17:49.475',0.050
'17:49.478',0.050
'17:49.481',0.055
'17:49.483',0.065
'17:49.486',0.060
'17:49.489',0.050
'17:49.492',0.045
'17:49.494',0.055
'17:49.497',0.055
'17:49.500',0.065
'17:49.503',0.060
'17:49.506',0.045
'17:49.508',0.040
'17:49.511',0.040
'17:49.514',0.050
'17:49.517',0.060
'17:49.519',0.055
'17:49.522',0.045
'17:49.525',0.035
'17:49.528',0.045
'17:49.531',0.040
'17:49.533',0.060
'17:49.536',0.050
'17:49.539',0.030
'17:49.542',0.005
'17:49.544',-0.015
'17:49.547',-0.055
'17:49.550',-0.130
'17:49.553',-0.215
'17:49.556',-0.305
'17:49.558',-0.305
'17:49.561',-0.310
'17:49.564',-0.275
'17:49.567',-0.230
'17:49.569',-0.140
'17:49.572',-0.035
'17:49.575',0.075
'17:49.578',0.150
'17:49.581',0.140
'17:49.583',0.095
'17:49.586',0.040
'17:49.589',0.030
'17:49.592',0.030
'17:49.594',0.055
'17:49.597',0.055
'17:49.600',0.070
'17:49.603',0.070
'17:49.606',0.075
'17:49.608',0.055
'17:49.611',0.065
'17:49.614',0.075
'17:49.617',0.075
'17:49.619',0.060
'17:49.622',0.050
'17:49.625',0.060
'17:49.628',0.070
'17:49.631',0.080
'17:49.633',0.070
'17:49.636',0.085
'17:49.639',0.060
'17:49.642',0.060
'17:49.644',0.065
'17:49.647',0.060
'17:49.650',0.060
'17:49.653',0.060
'17:49.656',0.045
'17:49.658',0.045
'17:49.661',0.055
'17:49.664',0.055
'17:49.667',0.065
'17:49.669',0.065
'17:49.672',0.040
'17:49.675',0.035
'17:49.678',0.035
'17:49.681',0.035
'17:49.683',0.040
'17:49.686',0.040
'17:49.689',0.020
'17:49.692',-0.005
'17:49.694',0.000
'17:49.697',0.005
'17:49.700',0.030
'17:49.703',0.015
'17:49.706',-0.005
'17:49.708',-0.025
'17:49.711',-0.015
'17:49.714',-0.020
'17:49.717',-0.010
'17:49.719',-0.035
'17:49.722',-0.045
'17:49.725',-0.055
'17:49.728',-0.065
'17:49.731',-0.075
'17:49.733',-0.080
'17:49.736',-0.095
'17:49.739',-0.110
'17:49.742',-0.130
'17:49.744',-0.135
'17:49.747',-0.130
'17:49.750',-0.125
'17:49.753',-0.145
'17:49.756',-0.160
'17:49.758',-0.175
'17:49.761',-0.175
'17:49.764',-0.190
'17:49.767',-0.200
'17:49.769',-0.220
'17:49.772',-0.235
'17:49.775',-0.235
'17:49.778',-0.240
'17:49.781',-0.225
'17:49.783',-0.225
'17:49.786',-0.225
'17:49.789',-0.235
'17:49.792',-0.245
'17:49.794',-0.245
'17:49.797',-0.220
'17:49.800',-0.200
'17:49.803',-0.185
'17:49.806',-0.170
'17:49.808',-0.170
'17:49.811',-0.160
'17:49.814',-0.125
'17:49.817',-0.105
'17:49.819',-0.085
'17:49.822',-0.075
'17:49.825',-0.060
'17:49.828',-0.040
'17:49.831',-0.010
'17:49.833',0.020
'17:49.836',0.035
'17:49.839',0.035
'17:49.842',0.035
'17:49.844',0.050
'17:49.847',0.085
'17:49.850',0.095
'17:49.853',0.100
'17:49.856',0.105
'17:49.858',0.090
'17:49.861',0.095
'17:49.864',0.105
'17:49.867',0.115
'17:49.869',0.120
'17:49.872',0.105
'17:49.875',0.105
'17:49.878',0.115
'17:49.881',0.130
'17:49.883',0.130
'17:49.886',0.145
'17:49.889',0.125
'17:49.892',0.125
'17:49.894',0.135
'17:49.897',0.145
'17:49.900',0.135
'17:49.903',0.120
'17:49.906',0.125
'17:49.908',0.125
'17:49.911',0.125
'17:49.914',0.125
'17:49.917',0.135
'17:49.919',0.135
'17:49.922',0.120
'17:49.925',0.095
'17:49.928',0.110
'17:49.931',0.125
'17:49.933',0.125
'17:49.936',0.130
'17:49.939',0.120
'17:49.942',0.100
'17:49.944',0.105
'17:49.947',0.110
'17:49.950',0.115
'17:49.953',0.125
'17:49.956',0.100
'17:49.958',0.085
'17:49.961',0.085
'17:49.964',0.095
'17:49.967',0.100
'17:49.969',0.105
'17:49.972',0.085
'17:49.975',0.085
'17:49.978',0.085
'17:49.981',0.090
'17:49.983',0.105
'17:49.986',0.110
'17:49.989',0.090
'17:49.992',0.090
'17:49.994',0.090
'17:49.997',0.105
'17:50.000',0.110
'17:50.003',0.110
'17:50.006',0.105
'17:50.008',0.090
'17:50.011',0.080
'17:50.014',0.085
'17:50.017',0.105
'17:50.019',0.090
'17:50.022',0.085
'17:50.025',0.075
'17:50.028',0.085
'17:50.031',0.095
'17:50.033',0.100
'17:50.036',0.100
'17:50.039',0.105
'17:50.042',0.095
'17:50.044',0.105
'17:50.047',0.100
'17:50.050',0.120
'17:50.053',0.110
'17:50.056',0.095
'17:50.058',0.090
'17:50.061',0.090
'17:50.064',0.105
'17:50.067',0.120
'17:50.069',0.105
'17:50.072',0.085
'17:50.075',0.080
'17:50.078',0.070
'17:50.081',0.075
'17:50.083',0.085
'17:50.086',0.085
'17:50.089',0.085
'17:50.092',0.070
'17:50.094',0.080
'17:50.097',0.095
'17:50.100',0.100
'17:50.103',0.095
'17:50.106',0.095
'17:50.108',0.070
'17:50.111',0.075
'17:50.114',0.090
'17:50.117',0.085
'17:50.119',0.075
'17:50.122',0.070
'17:50.125',0.055
'17:50.128',0.060
'17:50.131',0.070
'17:50.133',0.080
'17:50.136',0.080
'17:50.139',0.060
'17:50.142',0.035
'17:50.144',0.035
'17:50.147',0.040
'17:50.150',0.040
'17:50.153',0.020
'17:50.156',-0.040
'17:50.158',-0.130
'17:50.161',-0.220
'17:50.164',-0.260
'17:50.167',-0.265
'17:50.169',-0.245
'17:50.172',-0.230
'17:50.175',-0.190
'17:50.178',-0.095
'17:50.181',0.065
'17:50.183',0.160
'17:50.186',0.190
'17:50.189',0.130
'17:50.192',0.055
'17:50.194',0.020
'17:50.197',0.025
'17:50.200',0.055
'17:50.203',0.075
'17:50.206',0.060
'17:50.208',0.080
'17:50.211',0.075
'17:50.214',0.075
'17:50.217',0.095
'17:50.219',0.085
'17:50.222',0.075
'17:50.225',0.060
'17:50.228',0.075
'17:50.231',0.095
'17:50.233',0.100
'17:50.236',0.090
'17:50.239',0.085
'17:50.242',0.070
'17:50.244',0.065
'17:50.247',0.080
'17:50.250',0.095
'17:50.253',0.085
'17:50.256',0.075
'17:50.258',0.065
'17:50.261',0.065
'17:50.264',0.075
'17:50.267',0.070
'17:50.269',0.065
'17:50.272',0.060
'17:50.275',0.050
'17:50.278',0.065
'17:50.281',0.065
'17:50.283',0.080
'17:50.286',0.070
'17:50.289',0.055
'17:50.292',0.050
'17:50.294',0.045
'17:50.297',0.040
'17:50.300',0.055
'17:50.303',0.055
'17:50.306',0.035
'17:50.308',0.020
'17:50.311',0.025
'17:50.314',0.035
'17:50.317',0.030
'17:50.319',0.030
'17:50.322',0.020
'17:50.325',-0.010
'17:50.328',-0.015
'17:50.331',-0.010
'17:50.333',-0.005
'17:50.336',-0.040
'17:50.339',-0.050
'17:50.342',-0.085
'17:50.344',-0.080
'17:50.347',-0.085
'17:50.350',-0.085
'17:50.353',-0.100
'17:50.356',-0.115
'17:50.358',-0.130
'17:50.361',-0.155
'17:50.364',-0.155
'17:50.367',-0.145
'17:50.369',-0.155
'17:50.372',-0.175
'17:50.375',-0.195
'17:50.378',-0.195
'17:50.381',-0.190
'17:50.383',-0.205
'17:50.386',-0.200
'17:50.389',-0.200
'17:50.392',-0.200
'17:50.394',-0.180
'17:50.397',-0.160
'17:50.400',-0.140
'17:50.403',-0.115
'17:50.406',-0.105
'17:50.408',-0.085
'17:50.411',-0.055
'17:50.414',0.010
'17:50.417',0.040
'17:50.419',0.055
'17:50.422',0.055
'17:50.425',0.080
'17:50.428',0.095
'17:50.431',0.115
'17:50.433',0.150
'17:50.436',0.150
'17:50.439',0.135
'17:50.442',0.135
'17:50.444',0.145
'17:50.447',0.140
'17:50.450',0.165
'17:50.453',0.170
'17:50.456',0.155
'17:50.458',0.160
'17:50.461',0.165
'17:50.464',0.170
'17:50.467',0.185
'17:50.469',0.180
'17:50.472',0.155
'17:50.475',0.160
'17:50.478',0.170
'17:50.481',0.170
'17:50.483',0.180
'17:50.486',0.195
'17:50.489',0.180
'17:50.492',0.170
'17:50.494',0.170
'17:50.497',0.195
'17:50.500',0.200
'17:50.503',0.195
'17:50.506',0.185
'17:50.508',0.170
'17:50.511',0.175
'17:50.514',0.175
'17:50.517',0.185
'17:50.519',0.195
'17:50.522',0.180
'17:50.525',0.170
'17:50.528',0.170
'17:50.531',0.170
'17:50.533',0.180
'17:50.536',0.165
'17:50.539',0.160
'17:50.542',0.145
'17:50.544',0.165
'17:50.547',0.165
'17:50.550',0.170
'17:50.553',0.155
'17:50.556',0.155
'17:50.558',0.145
'17:50.561',0.150
'17:50.564',0.160
'17:50.567',0.165
'17:50.569',0.155
'17:50.572',0.160
'17:50.575',0.155
'17:50.578',0.160
'17:50.581',0.160
'17:50.583',0.165
'17:50.586',0.165
'17:50.589',0.140
'17:50.592',0.115
'17:50.594',0.080
'17:50.597',0.040
'17:50.600',0.010
'17:50.603',-0.030
'17:50.606',-0.080
'17:50.608',-0.130
'17:50.611',-0.180
'17:50.614',-0.245
'17:50.617',-0.325
'17:50.619',-0.415
'17:50.622',-0.510
'17:50.625',-0.600
'17:50.628',-0.655
'17:50.631',-0.705
'17:50.633',-0.735
'17:50.636',-0.800
'17:50.639',-0.870
'17:50.642',-0.925
'17:50.644',-0.970
'17:50.647',-0.995
'17:50.650',-1.000
'17:50.653',-1.000
'17:50.656',-1.005
'17:50.658',-0.995
'17:50.661',-0.940
'17:50.664',-0.880
'17:50.667',-0.790
'17:50.669',-0.740
'17:50.672',-0.670
'17:50.675',-0.620
'17:50.678',-0.530
'17:50.681',-0.445
'17:50.683',-0.355
'17:50.686',-0.320
'17:50.689',-0.280
'17:50.692',-0.280
'17:50.694',-0.245
'17:50.697',-0.220
'17:50.700',-0.190
'17:50.703',-0.175
'17:50.706',-0.175
'17:50.708',-0.205
'17:50.711',-0.215
'17:50.714',-0.185
'17:50.717',-0.165
'17:50.719',-0.105
'17:50.722',-0.065
'17:50.725',-0.005
'17:50.728',0.065
'17:50.731',0.150
'17:50.733',0.215
'17:50.736',0.265
'17:50.739',0.255
'17:50.742',0.265
'17:50.744',0.295
'17:50.747',0.330
'17:50.750',0.355
'17:50.753',0.390
'17:50.756',0.390
'17:50.758',0.405
'17:50.761',0.400
'17:50.764',0.415
'17:50.767',0.435
'17:50.769',0.445
'17:50.772',0.435
'17:50.775',0.430
'17:50.778',0.450
'17:50.781',0.465
'17:50.783',0.465
'17:50.786',0.470
'17:50.789',0.455
'17:50.792',0.460
'17:50.794',0.470
'17:50.797',0.485
'17:50.800',0.515
'17:50.803',0.515
'17:50.806',0.515
'17:50.808',0.505
'17:50.811',0.505
'17:50.814',0.525
'17:50.817',0.555
'17:50.819',0.555
'17:50.822',0.550
'17:50.825',0.545
'17:50.828',0.560
'17:50.831',0.570
'17:50.833',0.600
'17:50.836',0.605
'17:50.839',0.605
'17:50.842',0.600
'17:50.844',0.605
'17:50.847',0.620
'17:50.850',0.620
'17:50.853',0.620
'17:50.856',0.600
'17:50.858',0.580
'17:50.861',0.585
'17:50.864',0.595
'17:50.867',0.605
'17:50.869',0.595
'17:50.872',0.590
'17:50.875',0.580
'17:50.878',0.570
'17:50.881',0.560
'17:50.883',0.565
'17:50.886',0.540
'17:50.889',0.515
'17:50.892',0.485
'17:50.894',0.485
'17:50.897',0.475
'17:50.900',0.455
'17:50.903',0.435
'17:50.906',0.410
'17:50.908',0.405
'17:50.911',0.410
'17:50.914',0.395
'17:50.917',0.380
'17:50.919',0.355
'17:50.922',0.305
'17:50.925',0.270
'17:50.928',0.265
'17:50.931',0.265
'17:50.933',0.270
'17:50.936',0.250
'17:50.939',0.230
'17:50.942',0.210
'17:50.944',0.220
'17:50.947',0.230
'17:50.950',0.230
'17:50.953',0.230
'17:50.956',0.210
'17:50.958',0.195
'17:50.961',0.165
'17:50.964',0.165
'17:50.967',0.175
'17:50.969',0.200
'17:50.972',0.200
'17:50.975',0.200
'17:50.978',0.190
'17:50.981',0.215
'17:50.983',0.220
'17:50.986',0.230
'17:50.989',0.210
'17:50.992',0.175
'17:50.994',0.195
'17:50.997',0.200
'17:51.000',0.220
'17:51.003',0.220
'17:51.006',0.210
'17:51.008',0.205
'17:51.011',0.205
'17:51.014',0.240
'17:51.017',0.220
'17:51.019',0.215
'17:51.022',0.200
'17:51.025',0.185
'17:51.028',0.205
'17:51.031',0.225
'17:51.033',0.230
'17:51.036',0.240
'17:51.039',0.230
'17:51.042',0.210
'17:51.044',0.195
'17:51.047',0.200
'17:51.050',0.225
'17:51.053',0.215
'17:51.056',0.200
'17:51.058',0.190
'17:51.061',0.190
'17:51.064',0.190
'17:51.067',0.195
'17:51.069',0.195
'17:51.072',0.190
'17:51.075',0.175
'17:51.078',0.180
'17:51.081',0.180
'17:51.083',0.180
'17:51.086',0.205
'17:51.089',0.200
'17:51.092',0.200
'17:51.094',0.200
'17:51.097',0.205
'17:51.100',0.210
'17:51.103',0.175
'17:51.106',0.150
'17:51.108',0.110
'17:51.111',0.080
'17:51.114',0.045
'17:51.117',0.015
'17:51.119',-0.035
'17:51.122',-0.100
'17:51.125',-0.175
'17:51.128',-0.225
'17:51.131',-0.280
'17:51.133',-0.350
'17:51.136',-0.420
'17:51.139',-0.510
'17:51.142',-0.565
'17:51.144',-0.610
'17:51.147',-0.645
'17:51.150',-0.635
'17:51.153',-0.655
'17:51.156',-0.695
'17:51.158',-0.725
'17:51.161',-0.770
'17:51.164',-0.775
'17:51.167',-0.795
'17:51.169',-0.800
'17:51.172',-0.820
'17:51.175',-0.800
'17:51.178',-0.745
'17:51.181',-0.695
'17:51.183',-0.610
'17:51.186',-0.540
'17:51.189',-0.465
'17:51.192',-0.410
'17:51.194',-0.340
'17:51.197',-0.265
'17:51.200',-0.210
'17:51.203',-0.180
'17:51.206',-0.185
'17:51.208',-0.195
'17:51.211',-0.185
'17:51.214',-0.190
'17:51.217',-0.190
'17:51.219',-0.205
'17:51.222',-0.210
'17:51.225',-0.220
'17:51.228',-0.200
'17:51.231',-0.140
'17:51.233',-0.045
'17:51.236',0.045
'17:51.239',0.110
'17:51.242',0.165
'17:51.244',0.210
'17:51.247',0.250
'17:51.250',0.295
'17:51.253',0.310
'17:51.256',0.310
'17:51.258',0.330
'17:51.261',0.330
'17:51.264',0.350
'17:51.267',0.375
'17:51.269',0.385
'17:51.272',0.360
'17:51.275',0.355
'17:51.278',0.370
'17:51.281',0.380
'17:51.283',0.405
'17:51.286',0.410
'17:51.289',0.390
'17:51.292',0.375
'17:51.294',0.380
'17:51.297',0.400
'17:51.300',0.445
'17:51.303',0.460
'17:51.306',0.450
'17:51.308',0.440
'17:51.311',0.445
'17:51.314',0.445
'17:51.317',0.450
'17:51.319',0.445
'17:51.322',0.445
'17:51.325',0.445
'17:51.328',0.465
'17:51.331',0.470
'17:51.333',0.485
'17:51.336',0.490
'17:51.339',0.465
'17:51.342',0.445
'17:51.344',0.465
'17:51.347',0.480
'17:51.350',0.500
'17:51.353',0.505
'17:51.356',0.505
'17:51.358',0.495
'17:51.361',0.485
'17:51.364',0.480
'17:51.367',0.495
'17:51.369',0.500
'17:51.372',0.475
'17:51.375',0.465
'17:51.378',0.455
'17:51.381',0.455
'17:51.383',0.455
'17:51.386',0.450
'17:51.389',0.435
'17:51.392',0.425
'17:51.394',0.415
'17:51.397',0.430
'17:51.400',0.430
'17:51.403',0.400
'17:51.406',0.360
'17:51.408',0.335
'17:51.411',0.320
'17:51.414',0.330
'17:51.417',0.340
'17:51.419',0.330
'17:51.422',0.305
'17:51.425',0.280
'17:51.428',0.250
'17:51.431',0.250
'17:51.433',0.255
'17:51.436',0.245
'17:51.439',0.230
'17:51.442',0.215
'17:51.444',0.205
'17:51.447',0.210
'17:51.450',0.215
'17:51.453',0.200
'17:51.456',0.170
'17:51.458',0.165
'17:51.461',0.150
'17:51.464',0.170
'17:51.467',0.175
'17:51.469',0.175
'17:51.472',0.160
'17:51.475',0.150
'17:51.478',0.150
'17:51.481',0.145
'17:51.483',0.155
'17:51.486',0.140
'17:51.489',0.130
'17:51.492',0.130
'17:51.494',0.135
'17:51.497',0.150
'17:51.500',0.165
'17:51.503',0.160
'17:51.506',0.160
'17:51.508',0.160
'17:51.511',0.165
'17:51.514',0.175
'17:51.517',0.170
'17:51.519',0.160
'17:51.522',0.155
'17:51.525',0.165
'17:51.528',0.160
'17:51.531',0.155
'17:51.533',0.165
'17:51.536',0.165
'17:51.539',0.145
'17:51.542',0.135
'17:51.544',0.130
'17:51.547',0.145
'17:51.550',0.165
'17:51.553',0.165
'17:51.556',0.165
'17:51.558',0.135
'17:51.561',0.120
'17:51.564',0.140
'17:51.567',0.145
'17:51.569',0.125
'17:51.572',0.110
'17:51.575',0.100
'17:51.578',0.095
'17:51.581',0.095
'17:51.583',0.055
'17:51.586',0.010
'17:51.589',-0.055
'17:51.592',-0.125
'17:51.594',-0.185
'17:51.597',-0.240
'17:51.600',-0.270
'17:51.603',-0.295
'17:51.606',-0.305
'17:51.608',-0.280
'17:51.611',-0.190
'17:51.614',-0.035
'17:51.617',0.165
'17:51.619',0.365
'17:51.622',0.515
'17:51.625',0.560
'17:51.628',0.510
'17:51.631',0.440
'17:51.633',0.355
'17:51.636',0.285
'17:51.639',0.220
'17:51.642',0.175
'17:51.644',0.130
'17:51.647',0.140
'17:51.650',0.160
'17:51.653',0.135
'17:51.656',0.115
'17:51.658',0.100
'17:51.661',0.085
'17:51.664',0.100
'17:51.667',0.120
'17:51.669',0.115
'17:51.672',0.095
'17:51.675',0.085
'17:51.678',0.090
'17:51.681',0.110
'17:51.683',0.130
'17:51.686',0.110
'17:51.689',0.090
'17:51.692',0.080
'17:51.694',0.070
'17:51.697',0.095
'17:51.700',0.105
'17:51.703',0.100
'17:51.706',0.075
'17:51.708',0.065
'17:51.711',0.070
'17:51.714',0.075
